Date,ABT,ADBE,ADI,ADP,AMAT,AME,AXP,BA,CL,COF,CSCO,CVX,DD,DELL,FDX,GE,GILD,GM,GS,HAS,IBM,INTC,JBL,JNJ,JPM,KLAC,KMB,LMT,LOW,MA,MKC,MMM,MRK,MS,MU,NEM,OLN,PG,PH,PPG,QCOM,RTX,SPGI,T,TMUS,TXN,UNP,V,WDC,XOM,^GSPC
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-03,0.2860217172857187,0.3717338518405815,0.34549454241240835,0.41305368465961323,0.4011820613001886,0.06996745794944173,0.5960981415665711,0.19776028400189663,0.4069740088240222,0.5084119776326229,0.5765536281183246,0.1433794872405762,0.3157006111073121,,0.3803251903231422,0.6386498135829655,0.33808488787868457,,0.3639558822433367,0.2938789122786799,0.20894783391658006,0.5188714274047588,0.33689579362869215,0.36559780553585425,0.5998007687807936,0.442612724799024,0.42904360035879235,0.0604331845573503,0.5949762919239852,,0.26469531468286267,0.4352195016417905,0.5163413423497945,0.5015985434025235,0.11565234884721329,-0.11822162230184234,0.18039579346175752,0.2943433511599927,0.5842647583023897,0.3528109842980741,0.5683542345081078,0.3665561890435932,0.3781382328674988,0.42348406156777396,,0.3660646887614572,0.3203832804036923,,0.28163602192090814,0.25375939572542205,0.9262664932634979
2000-04-04,0.22604779186592533,0.33734217789247334,0.3282732470701255,0.42530741041636216,0.3417872990974319,0.06919803084171867,0.5781900978683093,0.20428643033921315,0.3998255900591624,0.48372731212916664,0.5485293229041772,0.15494689905021586,0.3038871635797818,,0.3640077959700028,0.6185768337016525,0.3268219445587096,,0.3222879203888475,0.23214322201062731,0.16826915365931439,0.4872862896528776,0.29715104604425857,0.3047984877946052,0.5958285470091411,0.4244813412254914,0.4398143475655741,0.11164634320086421,0.5750075351994145,,0.2887487184640015,0.4043003645668202,0.4990474316086802,0.44958365855877147,0.09755574841719937,-0.20606978123882738,0.1862298713636684,0.27991921917059315,0.568143022622211,0.3207991022475577,0.5320096747325186,0.32477312111857154,0.3393951634828356,0.37497804027598025,,0.34730221601011657,0.33441995395775836,,0.3700821617167836,0.2275838613244504,0.9192502592844884
2000-04-05,0.23295175255993494,0.32979935878836664,0.32514495605914023,0.4277407029992875,0.3323857346369271,0.06922930211525959,0.5839214919258766,0.21697758399447437,0.4061220039786927,0.4859531116831777,0.5508038400188935,0.161291372002712,0.30897181055430656,,0.3576495233051417,0.6190467511135062,0.3197515423441618,,0.32996615465672147,0.23355427049092115,0.15890573158073776,0.4898590220160557,0.2895622689351896,0.3011520763780353,0.5969956931966733,0.4264183159389072,0.44209651775568143,0.10267136117245702,0.5748615374445832,,0.2803957655378941,0.40962561095453986,0.500970749277298,0.45264264789850733,0.07939639064199194,-0.20655854663463116,0.1955477576567354,0.2827312827399732,0.5684975924208017,0.3283371842486786,0.5360139214805539,0.33103014108602136,0.3333027557401171,0.37338058964863546,,0.34432409898307526,0.30840025180830594,,0.3514609874448841,0.24008663301064193,0.9194803638028363
2000-04-06,0.26085536042110286,0.33592137214488305,0.3222910054072855,0.44131295314523433,0.3334787937545235,0.06944967566974547,0.5936541651295567,0.22743680402960373,0.40931956202904163,0.5143551146963612,0.5430346994380355,0.19945386967370074,0.3307151182810635,,0.4717394565716368,0.6346536993629289,0.3460620065808941,,0.35568707549594136,0.22554640115736121,0.1412973942392172,0.4727010046596149,0.2820026660242381,0.31615953367503286,0.6089889879479935,0.43157948185219264,0.4551256936976464,0.11495287320501407,0.5777000905111958,,0.27966273308860656,0.4937123531689562,0.4950598204598787,0.4638311764044097,0.08021444011078219,-0.21715937420632736,0.2287160026008849,0.3091768688206731,0.584808713652885,0.37177111299169846,0.5205138438303172,0.3711327788776309,0.32707642870409726,0.3689259976361383,,0.3394600305345594,0.35926273273203696,,0.3582657685060376,0.2893791272456324,0.9278646130327456
2000-04-07,0.2607552095585424,0.33834686479722814,0.3400375577323403,0.4512109977393377,0.3765065433670075,0.058702837496270435,0.6257432478859475,0.18383193576266738,0.37007538193198714,0.5339261592570153,0.5214743739415979,0.17020418566243917,0.32301343828618323,,0.502829537042942,0.6318390034426273,0.2456178484822806,,0.3877780693089933,0.17221263862798575,0.1726439193898564,0.46795276126504215,0.27115654277655155,0.2556363038938972,0.6463961867826231,0.4291442316293623,0.45521814924794024,0.1210120550497614,0.6106676273064513,,0.3279484491308883,0.49960035953597237,0.40161201929452767,0.468456224031445,0.14390021415548804,-0.1855971419260571,0.2607966723619079,0.24120870864701494,0.5306256649541541,0.36594628696022063,0.5049629656569348,0.32914482919635113,0.3397948913836175,0.3963330262817942,,0.3864222985196896,0.4094645157850116,,0.28222708405326713,0.3196110894463008,0.9470859743174495
2000-04-10,0.25944402408000117,0.33942105209627904,0.34042214550132105,0.45147452925018433,0.37338091528207695,0.05703939084612778,0.6144742911236296,0.18733054776076608,0.3667170303947972,0.5323436477605595,0.5225465613778937,0.17585266803057267,0.32520915956649915,,0.4765839731024065,0.631145755608078,0.24990788596042038,,0.37771820550909657,0.16314510877282767,0.17303467832294256,0.4682948304992904,0.27353910149117433,0.25151956275461207,0.6461645904860616,0.4233497268811,0.45489678203998957,0.12630541645405102,0.6089896040827218,,0.34035820890435803,0.496409076847557,0.40353891416207943,0.45562842157824546,0.1461564445428637,-0.18421161792257695,0.267517426596995,0.23391572759107834,0.5282948451841074,0.37217011176014153,0.5059853285894618,0.311081462169525,0.34963166500701065,0.3960119915183091,,0.38802966334747796,0.4031974896598923,,0.2908248248088305,0.32378671148982274,0.9487438494952354
2000-04-11,0.24876562320653886,0.3267406738198365,0.3340050564321316,0.44834803228899994,0.36302577685476284,0.0474606309835143,0.6199725286131077,0.17737987086166856,0.3635354808765082,0.523254455087102,0.5145933398410538,0.16472340518474102,0.321364009286692,,0.4688211732651717,0.6318729356717067,0.2337203518208102,,0.38142517690976724,0.1522451902026384,0.18114768664064967,0.4936868014869366,0.26821439630743216,0.24878882303142158,0.6411963214146734,0.4198821974637277,0.4447983229721113,0.11314361351370276,0.6042750370244493,,0.3354131528446189,0.4835946801540663,0.4050977567233042,0.4562633803577128,0.14183416737814739,-0.16982661718864123,0.2261192352918133,0.24101455320599702,0.5193169827906611,0.3596617315990999,0.49778791617609863,0.30240983304930824,0.3571923429183085,0.3888734801916671,,0.38598994456771724,0.39991043201647114,,0.29263852678670454,0.32437801625560214,0.9481750785146849
2000-04-12,0.18721120283011025,0.3492192700887548,0.3720611795630921,0.45411978275847414,0.40887734667330894,0.050518298618639455,0.5558327902008213,0.11238025690609356,0.3643049008410453,0.49974398890847993,0.5407285681986945,0.15541500463127425,0.30379526790974803,,0.44234849743858046,0.6454703555179437,0.25924186053641113,,0.41989526810713435,0.2041291660137271,0.23017968524931662,0.532607824023169,0.3277849074810706,0.25391410962331556,0.6211439610289421,0.4576781558890703,0.3976921672682725,0.07625998094561229,0.5451799821358249,,0.291452159531672,0.48141212922270776,0.4330671489593446,0.4935221537168082,0.16691307973394387,-0.14107768882058241,0.24054188645142663,0.2020628173013819,0.4861355052084921,0.2852184043802196,0.5176481612753352,0.30601023027937585,0.32712437872487116,0.37553186600027616,,0.4173358992460765,0.36638109727668955,,0.29711567962985247,0.3053067845702637,0.9507533552623966
2000-04-13,0.20001393522422362,0.33950530048027017,0.37446274831062654,0.468186074893184,0.43476832021608136,0.05658249313853172,0.5637779964678434,0.12694824154702894,0.3755918645088547,0.5066529913861503,0.5470751466970708,0.1637303472460468,0.31482411299128377,,0.4410073179524621,0.651048139840907,0.23384955515082914,,0.42580926581110573,0.19719441038941682,0.24987139446490295,0.5398889732684014,0.31919216219888014,0.25665829653555783,0.6259736042849264,0.4700342613634131,0.3860174037017999,0.09861307970768682,0.563547587301793,,0.273871692923127,0.47972412068829995,0.42183442293834134,0.5058585031667708,0.16794605398832105,-0.10948412015714168,0.23921530703916413,0.20197818248061428,0.5030653623710438,0.28218973861176766,0.5065055913727879,0.3200816270415503,0.3276554086167435,0.39007179753126275,,0.4136150926635619,0.36818653855974304,,0.2957904642466987,0.2933581993227714,0.9503744763942237
2000-04-14,0.2810251234949168,0.42474831799298474,0.38055929976469594,0.482816354398049,0.4831282119942168,0.04822727112656511,0.6167722564498354,0.1743834795379812,0.41815562137702184,0.54384518541717,0.5808014131432029,0.18406272552543745,0.3761710597739699,,0.5142967815470708,0.6578769253496616,0.29701572560999395,,0.5239492718697691,0.3363073712472711,0.3189780949165241,0.6223046101919059,0.352984846882158,0.29491208947727093,0.6527640639154092,0.501940536688954,0.4351892809574612,0.17952824493553132,0.5678998111006436,,0.345454965249092,0.5145733664433246,0.43801763953628353,0.5795848031598684,0.25198680928591316,-0.14966583284203008,0.2997529960211238,0.26757788100441526,0.5548577933478926,0.35412458953426057,0.5889025207154157,0.4221545707776759,0.302192974792737,0.47447382137012634,,0.3944054289659156,0.40767439168918435,,0.3239279605517921,0.30887744328946387,0.9596277918491225
2000-04-17,0.29060370878011155,0.4664932716443738,0.413718308212123,0.4789122995793289,0.5346703521715981,0.028964541248880926,0.5988277901167148,0.17714745287907352,0.4294685137039221,0.5338394393075474,0.6287140410750671,0.1419932786742454,0.3675546110729386,,0.46723623942950243,0.6721516664377737,0.2393836993285298,,0.5459330449616724,0.34474834959779077,0.37077458454793283,0.6547828586004799,0.34372983018778824,0.33926724767047395,0.6247370532374903,0.5437015878943395,0.44622523096178984,0.2012243837047773,0.5034864069486142,,0.35069868175074115,0.48265740692991926,0.4354112669761002,0.5804990848255488,0.31585397065938786,-0.09889989732476073,0.3070965419113315,0.3178392462661485,0.5553468667252113,0.3422111559696608,0.6142614170768844,0.4570629377301984,0.2842933936146665,0.4365250038152388,,0.42544439268485795,0.35469967695629717,,0.30167619534609474,0.2452268927461812,0.9622323084065886
2000-04-18,0.3013044630306874,0.46972174102295855,0.404409115355516,0.5107562406478408,0.5372286530292922,0.04766504749979359,0.6193964661958647,0.1530059871274335,0.3998236724682314,0.5445940561649125,0.6357943925933833,0.1633904969063972,0.33892347255470057,,0.48259385059533744,0.6790664933952856,0.27705988915226565,,0.5637491598758366,0.35540886670734906,0.3566513270104453,0.6742124103889013,0.3733562879182732,0.3670399507065764,0.6264017308877746,0.5547102124356292,0.43260822697110146,0.17672365235362536,0.5029400527119946,,0.3061747319052195,0.4717816564714949,0.4451678839387053,0.6005234619795162,0.3438171906952219,-0.0927653091825754,0.2985354663336942,0.2972517793005246,0.547683877844435,0.3064770638373834,0.5832262969499135,0.4393155121907049,0.3361767655426591,0.42559303982638264,,0.42118750197791527,0.36746044301160713,,0.3150582432680959,0.24769262705852543,0.9650581502421067
2000-04-19,0.2891784035741891,0.47572696480878524,0.40514561844041896,0.4996978354705931,0.5354193492207426,0.04322874454681641,0.6317296129749094,0.11430837344541331,0.40228151476979096,0.5379046240001014,0.6403516572491124,0.1605471893834958,0.3355514499186339,,0.46552471785333893,0.6763934206364924,0.2825795648812993,,0.5634528127001819,0.34279612314055297,0.3617292745539772,0.6591797705961908,0.3664838509675796,0.3674201459075955,0.6313146403423534,0.5552622650669896,0.43580665154909154,0.17606096980666178,0.4952894005481106,,0.3024141470081781,0.45920155958370756,0.44017042911246984,0.6021542581042987,0.34379647197279806,-0.1116641329495599,0.29885984311837865,0.2927179463356929,0.5455169246564896,0.2955987289883901,0.6014384387682833,0.40875414147571826,0.33093420222188363,0.4289065936966999,,0.43678662779246114,0.3570360382669895,,0.2845625975514755,0.23206149306374063,0.9667118965524527
2000-04-20,0.2912895317961534,0.4744161653637381,0.40593816797674326,0.4997664493147884,0.5360378836080298,0.04457797107209546,0.6315857795703662,0.118540178379905,0.4032703903446906,0.5384882906085421,0.6397268770982784,0.16427707306679395,0.3370764600421616,,0.4649693759467036,0.6770281220686459,0.28130098245880014,,0.5560690260733647,0.3348785754733068,0.36382318828763655,0.6527075880536448,0.3615464814796872,0.3661898021274263,0.6294126331752972,0.5559620404549775,0.43745112021715793,0.1786771700487044,0.5063176987366566,,0.3021938052851577,0.4601039876534858,0.44077217554140985,0.6017061093989696,0.34526498131918515,-0.11277483997310772,0.298463817064901,0.2973815617697824,0.5456970872558549,0.2977399397722879,0.5956446660197364,0.41066430039688073,0.33149361837834995,0.43518345660370417,,0.4371394308675239,0.36733929391526904,,0.27545622340635145,0.23628980274300673,0.9667538634372775
2000-04-24,0.2560016123680219,0.4727488952830411,0.4268004169512199,0.4633910561867334,0.5449558279444823,0.02392513906016511,0.616940926012796,0.11218260200775923,0.3969118794097248,0.5446368400023317,0.6300828816818604,0.17527089165115153,0.3596936893757955,,0.4652430828178531,0.6506426532904116,0.25033500918103774,,0.5469039192823019,0.357177229970036,0.3601351779545767,0.6684764010486168,0.35447284285992187,0.31340964428323187,0.6463389465780722,0.5455795727321001,0.4247845625363102,0.06318086680988572,0.49801512467218867,,0.2834125716811782,0.41494129579722167,0.41361507291991173,0.5814527225801576,0.36455504051169363,-0.1408144589243167,0.2850115731651473,0.30149177360204743,0.5271532004222703,0.28366098533131673,0.5820487096720912,0.40491274316639003,0.29508846328533556,0.4165449740535875,,0.4482866378001898,0.34201548474836785,,0.26306219328229036,0.22746353941991207,0.9638220307212712
2000-04-25,0.23545456668579787,0.5090744287022163,0.44271744029612603,0.43833421187451577,0.5433180791590019,0.048217679567692226,0.6347375024602523,0.13471326190325425,0.3937854434952707,0.5592977812060196,0.6288032041261089,0.16196941267185105,0.34791840423277304,,0.5147701802887789,0.6495716478922307,0.22180468815899754,,0.5864054824853073,0.37672546041337307,0.41607213460312786,0.6895696893155812,0.38530246076326996,0.3016570842813388,0.6553126336138526,0.5367024109208963,0.42163773021038176,0.047856315731142005,0.4453543037754819,,0.2969392650718245,0.3508507727647009,0.40240473443951175,0.5772847733979815,0.3810606847812148,-0.15867511655874117,0.26641038666760525,0.2346215514061185,0.5609219971429278,0.3172004505654093,0.5843922074703023,0.4061283568109002,0.3331315626376154,0.47664013877429223,,0.47362557426797897,0.3906812943149151,,0.2922503391927204,0.23867614423549177,0.9654187737097314
2000-04-26,0.24193227753394136,0.5110745955658356,0.4413286080634827,0.44100831088573045,0.5463255500160957,0.055429469130575754,0.6410243074682898,0.12816716941906833,0.40060199582499506,0.5767285875603324,0.6230560644948016,0.1507056181946709,0.3516596867546105,,0.5467109892794212,0.6608738367897536,0.22285245053929256,,0.6045690881434055,0.37814081436225916,0.41689822725164155,0.6939343693693417,0.3961677453822405,0.3027674722642032,0.6831545231525656,0.537180861152545,0.43962377727947327,0.0752601694980446,0.44963249635103303,,0.30841333691710426,0.385461168959921,0.41307993974215446,0.5805296817346547,0.37950558680482743,-0.16057156371577241,0.2806074792265289,0.24961751313158892,0.5696928780275123,0.329522900849241,0.6037962622261482,0.41422289215816777,0.35303582904340125,0.4809157598399814,,0.47511177947178335,0.37896776181790603,,0.29856323709266014,0.24051514660929135,0.9659190111237798
2000-04-27,0.25006365963857796,0.5052223704819524,0.4289416842961908,0.4368202931874359,0.5256151070398745,0.06311081535492673,0.645462811012642,0.1257578431941445,0.39875821757125035,0.5751991760625499,0.6175824793803772,0.14217767199779488,0.3444322453173466,,0.5488244894816119,0.6614896520495672,0.22220042492704167,,0.6048841236958427,0.37594287211482796,0.4157074667871299,0.6884795310918428,0.3901837879446315,0.3008648751689346,0.6894780033559809,0.518636651466051,0.4410116524231866,0.07287650259035808,0.4493362528484892,,0.3141198965684161,0.3866722207680829,0.4171758738389161,0.5829220872469544,0.37731691068841355,-0.15832683793434887,0.27949557116224105,0.2536694783500739,0.5688367639931947,0.33289916674657377,0.5924205398169583,0.4096053317689095,0.3561526801084845,0.4808473408533917,,0.4632583577265014,0.3742511129510875,,0.2910166830229864,0.2369555447812774,0.9649736891486514
2000-04-28,0.29397483708633804,0.48657171826778406,0.4225693189509224,0.4277931522270583,0.5151834876409994,0.08081860949966889,0.6412158101690503,0.1215729439287103,0.4024798585668615,0.5678130095444629,0.6146903543407507,0.12852209118178365,0.3168403128915024,,0.5264418798293239,0.6407879671678458,0.16971824768529867,,0.6080196162338257,0.39182154017178444,0.4074206004113926,0.6759381570701504,0.366640974188457,0.3700102764041171,0.6772693927750846,0.5175923549161628,0.432834487819717,0.037856649015712944,0.4372002876505751,,0.3402880746308629,0.3621820559664732,0.4630072192751278,0.5627099350682718,0.35009407821802924,-0.2133971015948879,0.2459092625475471,0.24537466097154387,0.5576736868606964,0.3155998751277918,0.5668305590153965,0.3775615910768377,0.3511698291568785,0.49444084515256737,,0.4419563836141861,0.39513553975143334,,0.32563800404509996,0.22057124477823986,0.9634642278282511
2000-05-01,0.2778152577543909,0.5254539409603717,0.44172874485704616,0.462340354529616,0.49783424029971884,0.0339260684527699,0.6313025860419197,0.1188599350250528,0.3984872083167225,0.5701658961389352,0.6070594819494672,0.1248092720203927,0.3189649486690776,,0.5108861390816138,0.6564059964019803,0.19489303275170888,,0.6017304176690319,0.4299314739229588,0.4099777398681758,0.6620834263565716,0.3733491780910906,0.361329903782439,0.6671194356739942,0.5024189898026572,0.4451507051200548,0.08116813392401322,0.45335747277649474,,0.33885171014677357,0.35655280767375813,0.437354156400337,0.5567127658987715,0.33081658303333006,-0.2255256135170095,0.2918477084156047,0.2436001309315434,0.5525611787053976,0.34746374426075227,0.5439957589605703,0.37305688290079037,0.38131965539089424,0.4687442775848804,,0.44200948069955276,0.4155771028831267,,0.3500614311620156,0.1838350820026921,0.9623317571180113
2000-05-02,0.2731118444686028,0.5418919946142005,0.45414513264401074,0.46386557959673497,0.5038700578728048,0.07213609066707596,0.6321719106839925,0.13788565593263027,0.3843367730936559,0.5679108422398021,0.6175968624308298,0.09896900015157384,0.29200524380838816,,0.5143658466857188,0.6418992796271137,0.1890172354639333,,0.6110962117187355,0.4342106425572615,0.4180450409128277,0.6692924209074371,0.38679346878037235,0.3494335111075128,0.6328048278210416,0.505844241246848,0.43536796325727584,0.10090530636293961,0.45534310356457874,,0.3466353646210343,0.3510296553638503,0.4222470259796282,0.5809429870153575,0.34158797478299463,-0.25920072713843906,0.2730927311389447,0.23958467491790986,0.5471296100786973,0.3416794646680689,0.5198319717124209,0.36110477308020994,0.37729243828279696,0.48903174324188675,,0.44529664697780624,0.4270395960094601,,0.3627494376167954,0.17782261477665476,0.962256479985312
2000-05-03,0.28138629851856883,0.5501903341929534,0.4632607171588538,0.4830563710691749,0.5048181867996357,0.09625724171233249,0.6457222702253127,0.1457635964238493,0.3851898061876446,0.5831568178804006,0.6262762050832396,0.11716125980012007,0.31519204640948684,,0.5225518587765237,0.6537446710882971,0.20708462887960158,,0.611176125320218,0.4364036478450891,0.43464949513384293,0.671314356409285,0.39231598687227853,0.3526293885721384,0.6380982225069052,0.5235236889184562,0.42937043846552225,0.1143566681378663,0.4733778585064401,,0.3512421311508294,0.35590168743321426,0.4238260771936116,0.5894558904102356,0.34256818529207383,-0.2531669581508018,0.2895011255505995,0.22735089482000692,0.5531635869705668,0.3584670046247379,0.5231996825966996,0.3716286206217368,0.37925412220661636,0.4884918147607821,,0.4540311577281757,0.4325648164464962,,0.3595074956303676,0.18259122206166475,0.9632904053760694
2000-05-04,0.2777589135441873,0.5418574587758027,0.45182072041836735,0.472997670127999,0.5038963211624701,0.11235707089596615,0.6537910041125287,0.16264140997431953,0.3959381190956643,0.5821593054732227,0.6105207243496235,0.12920096489513933,0.3198480560949697,,0.5189513534893535,0.6419399793952797,0.2199825742614432,,0.6416130985819644,0.42168735423068393,0.42415066145879743,0.6659557112508011,0.3865999093421402,0.3678099647214499,0.6334261091514432,0.522292703825079,0.4283677063019331,0.1225750786674812,0.4737601116396576,,0.33926049642935835,0.36071537735920745,0.4247813537442117,0.5838383836919411,0.3380903007901253,-0.24686956717819603,0.2999564827952108,0.22933033858607643,0.5602666822902671,0.3654587577084676,0.5240315339022237,0.38297954547381013,0.37505393617989763,0.4902138789952487,,0.44676172696844124,0.42139580007163036,,0.3519817905039498,0.19847541667397567,0.9598469197501807
