Date,ABT,ADBE,ADI,ADP,AMAT,AME,AXP,BA,CL,COF,CSCO,CVX,DD,DELL,FDX,GE,GILD,GM,GS,HAS,IBM,INTC,JBL,JNJ,JPM,KLAC,KMB,LMT,LOW,MA,MKC,MMM,MRK,MS,MU,NEM,OLN,PG,PH,PPG,QCOM,RTX,SPGI,SPY,T,TMUS,TXN,UNP,V,WDC,XOM,^GSPC
2000-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-03,0.001309511342721579,0.009291614249469272,0.009557296398990391,-3.161145279340259e-05,0.0063856206715114635,0.0012784018028705448,0.00025384689057174006,-0.0007544313406937562,0.0003438406568023286,0.0017773259869830833,0.005395020439824786,0.0020003374797994025,-0.0008448553058924301,0.0,-0.000948515856377771,0.0015279906784276607,0.002993400860824924,0.0,0.003468276817223655,-0.0011376689845366665,0.0011260444152650223,0.007042219801328063,0.003461923434050453,-0.00342061247022211,0.004371157568031294,0.007027108805626408,-0.0005131966095489145,0.0006550723587794249,0.001958586596491613,0.0,0.002258617504264434,0.00011285412268286384,0.0004419318547960588,0.0043263957499442025,0.009112213374834864,-0.00021320099696634878,-0.0010197512818276723,-0.007915547081533834,-0.001606160157303176,-0.001446405113619247,-0.00219940705952652,0.00031328876070612835,-0.003562350904498194,0.0008078381406724075,-0.00010171632276439935,0.0,0.007048252463985648,-0.0011607973125469311,0.0,0.015018230465300077,0.0008745704997383508,0.000661571565131929
2000-04-04,0.002808701186805445,0.010049920084379752,0.009678300525093398,0.00028585310110747155,0.008748263696842966,0.001280216212175811,-1.4459446448622515e-05,-0.0006764005412563821,0.0008073965925365312,0.0019757570941981383,0.006326330417112187,0.0015704615257327978,-0.0005516925306238522,0.0,-0.0006955770202391341,0.0014727840107661837,0.0035009782011058456,0.0,0.0033772517527383477,-0.00011534137033539888,0.0015591212597779911,0.008041631578817807,0.003376398219857412,-0.001850867670372578,0.0038103701823885287,0.008231540921934304,-0.0004404508902522983,1.9072348825216555e-05,0.002599557760708359,0.0,0.002173566917619561,0.0009271446797456589,0.0012223289515122394,0.004247205421254161,0.009040056121453276,0.001734086834086751,-0.0010255077794223552,-0.006543024254773536,-0.0005253146474617639,-0.0006574309850348715,-9.862415593559378e-06,0.001300780771491299,-0.0024796221351132608,0.0013105228698450453,0.0012703941004610188,0.0,0.007196823518362828,-0.0011633487905082062,0.0,0.010463184905872414,0.0015729543187975221,0.001151746903614286
2000-04-05,0.001907143819861638,0.010584348107026012,0.009890202981062053,0.00018560003368147301,0.010322956562607644,0.0011230709752660304,0.00011873204372336854,-0.0021971273042317163,0.0007589078167379005,0.0022569964928845247,0.006157884751426586,0.0008770429198702301,-0.0014844398607436258,0.0,-0.0006934071003882131,0.001429475691783441,0.004433874351014868,0.0,0.003989275769029512,0.0008709924196071214,0.0015007620278576282,0.007566290502515654,0.003982408583937869,-0.0018632974217478008,0.003839756380911569,0.00937308947964113,-0.0012188478823512634,0.0004127128321349203,0.00260174397935284,0.0,0.00250959857700241,0.00015779619302319902,0.000730860362986912,0.005053698136754547,0.011332360945285343,0.0016401731769971001,-0.0023101294226315753,-0.006725346635751955,-0.0006637396548094457,-0.0015885837518129148,-4.081286599285445e-05,0.0010657487117493626,-0.001964157255213256,0.0011829877718026803,0.0011316179309775439,0.0,0.008042411486813106,-0.000214563686148356,0.0,0.014603526560647683,0.000178524944600301,0.001043078023345952
2000-04-06,0.0016456856994900531,0.011556159679196642,0.011591673559643065,0.0006853252354036413,0.010678119712618048,0.0015301146452170883,-0.0005891143861406053,-0.0023325440147515773,0.0009455686945002358,0.001722955784918931,0.006352529284563616,0.0004618696589801069,-0.0016140528175273932,0.0,-0.0026698072927953684,0.0015861061951639615,0.004298837646089913,0.0,0.004704971520727502,0.0017637805555201832,0.0014887340810919192,0.008483984763775583,0.004969431441704166,-0.0028983581352755505,0.0038096512109693156,0.01076417613232225,-0.0013837725379031744,0.00036674710342697744,0.0027558757181720584,0.0,0.003303605781260272,-0.0007269211094178799,-2.5845389907428742e-05,0.005856039914011139,0.011044484133183551,0.0014386061738631798,-0.0022847535809340036,-0.0071502870332086094,-0.0005643775641996213,-0.002309921800616436,0.0013818964312884668,0.00043596698333216367,-0.0012561179866330489,0.0015760884707215535,0.001657770897894439,0.0,0.009534066759604233,-0.0010867668366293804,0.0,0.014052298287859167,-0.0002439935701924062,0.001176994209261483
2000-04-07,0.0009777338441347312,0.012221709831969905,0.011183299490955489,0.00022954490704672385,0.011759345480292104,0.0014700732234228238,-0.001038324964288548,-0.0029855298722903548,7.89613255332053e-05,0.0014015514898196998,0.00611072320447003,-0.0002637735561109014,-0.0023053474754247735,0.0,-0.0030595272668198213,0.0011675129884793295,0.0012414215800273145,0.0,0.004120540723033201,0.0008060564728097388,0.0016068281936312656,0.008684844982596416,0.004707272691625946,-0.0037458114251285347,0.0033251425905441775,0.011306798633702993,-0.001813448912862808,0.00022667767573705854,0.0025459281310964846,0.0,0.0036117987072374603,-0.001339512301631609,-0.0015644299797876648,0.00522350277806728,0.01149202966140199,0.0021042842104578774,-0.0025083405154229473,-0.008245497763708849,-0.001927884274482352,-0.0028187831192058154,0.0017531549056996583,-0.0003376803590197573,-0.0016749058759673188,0.0007547678295494998,0.0014418951866075106,0.0,0.010094028234949539,-0.0011704568847465445,0.0,0.00997182216200449,-0.0006221494545602224,0.0009056821905260784
2000-04-10,0.0012791209985828658,0.010616791361585632,0.008194157625690798,-0.00025593909295083795,0.008889276097617516,0.0009055824810473659,-0.0007887655377505759,-0.003039632812637839,-0.00010260569201797191,0.001891738796642608,0.005017340267996331,9.57741829575459e-05,-0.0018584906922981025,0.0,-0.0017641383134689075,0.0012365471225260101,-0.0011586823776619766,0.0,0.004478635337062704,0.0006144259853808603,0.0008485958069519009,0.00729907681340562,0.002975166416193213,-0.0029296325012396515,0.003919460357151444,0.007391599098293611,-0.0022278051072404264,0.0008753818912483436,0.0022787841802877724,0.0,0.003996684024521851,-0.0010673662133395135,-0.0008890302602755468,0.0054480932574813385,0.009784965533191838,0.002064987631353212,-0.0023205803552031517,-0.00752767504481528,-0.001489189015922069,-0.0023618264518332523,-0.00039225264252881883,0.00030502919567711374,-0.0032851295307295674,0.0006380702814774977,0.0011742798402425284,0.0,0.008041717857640891,-0.0012018213477182288,0.0,0.010686039034427258,-0.0006620870804592953,0.000603600018893085
2000-04-11,0.0019325345934463087,0.012021654209018719,0.008230671889471904,-0.00019646470235669598,0.009779871639108914,0.0012069210381809188,-0.0007146816966647991,-0.002461483148072855,0.000445124826996611,0.002770552874541791,0.004935593977037706,0.0007266804730081184,-0.0014488196358886818,0.0,-0.0012204955137226979,0.001428082382049585,0.000420225486843938,0.0,0.004062737010266255,0.0010155540546842629,0.00035664314048861675,0.00652481566389792,0.0029250177365670715,-0.002512440586137028,0.003911342915116496,0.008013079896758526,-0.0014497140959149415,0.0012166366508839536,0.0026350729339326756,0.0,0.004406615429328115,-0.0003357703254768322,-0.0007193810417519136,0.004967420906819858,0.009559265740363672,0.0013518101433751804,-0.00041875309683136314,-0.0076706080203478196,-0.0006844869495337435,-0.0016485046248364255,0.0006738663958135293,0.0007354684934716649,-0.0037427169929541604,0.0007819732825004597,0.0017391666541709363,0.0,0.007542789221136825,-0.0007581695013355594,0.0,0.009843223262719445,-0.0004812600107781034,0.0007701105508580067
2000-04-12,0.002904578329114046,0.01111294970702849,0.006320372352391244,-0.0004375111155612746,0.007887242608475788,0.001105786828139387,-2.3869988910146006e-05,-0.0016691473482954502,0.0001781101717968169,0.0028875876879392508,0.00420236930026964,0.0008395843231638078,-0.0014705681991796957,0.0,-0.0009211822101494614,0.0008969183714105017,-0.0005352015090035819,0.0,0.0028952300297791877,-1.324487343634309e-05,-0.0004579987808545213,0.005170858785299189,0.0010606570512104055,-0.0026188400751849506,0.003961830259386494,0.005976103177287256,-0.0007777244539384361,0.0011244175734914986,0.003522345033334151,0.0,0.005022754494765167,-0.0005103870787007216,-0.0016067382289167093,0.003715921726652094,0.008420283143572599,0.0010659748101947838,-0.0007462921596128461,-0.006882614502249858,-0.0004465660795352092,-0.0009898485771202717,-6.815528267196528e-05,0.0003739911683781231,-0.003526513047112861,0.0005045488244850223,0.0024870620725524466,0.0,0.006298202128659018,-0.0001868034258937858,0.0,0.01019368892925727,-0.0002742835761906159,0.00048622456520762213
2000-04-13,0.0028749539571748988,0.010481613888897654,0.006235445646647959,-0.0009622964097944735,0.006814277955509848,0.001310608243929898,-0.0006071201870085408,-0.0016793915574416327,-0.0006978224664438012,0.0013569862732592116,0.002892952701275718,0.00032308529678559683,-0.002095540084356479,0.0,-0.002036313112045225,8.128631739614603e-05,-0.0006781248672007877,0.0,0.002655953689112331,0.0004009765884452687,-0.0007280373224434588,0.005105801794976413,0.0018405197023940493,-0.00275223514909525,0.003298927838859846,0.0032048114052884904,-0.0006644654997212506,0.001137424143882635,0.002691127963468568,0.0,0.00504557111992664,-0.0004894278122376783,-0.0014440125663853793,0.002772035873770193,0.006962763045982782,0.0008081880261544232,-0.0005345681639039361,-0.006568351715842382,-0.001031498821041503,-0.0016799338300979246,-0.00045344840880912594,-0.0006288198529148419,-0.005066900719814308,6.917266386686894e-05,0.002866683427153952,0.0,0.0062374575660751955,-0.0008306219019846956,0.0,0.012333279492085757,-0.0006301903424669486,4.625198088996429e-06
2000-04-14,0.0015602235189025513,0.00811389269373247,0.004061628682016954,-0.0013949640239469601,0.003846507521386864,0.001566052513795806,-0.0022678781550135524,-0.0029852399506846883,-0.0012048152931229872,-0.0005100086789768457,0.0016162257583214094,0.00019681552744792228,-0.003337580409367387,0.0,-0.0030716456761507556,-0.00013579210033449964,-0.0017626705802747521,0.0,0.00036155079278833913,-0.0004793182702555474,-0.0017197055042350814,0.0016217190840902174,0.00045905486566838374,-0.0034168488458428425,0.0016719406448585717,-0.0009608911210442125,-0.0014951677824407744,0.0006405175536418572,0.0014229698979878098,0.0,0.003935428750826587,-0.0009225618627910228,-0.0018539549545323049,0.00037444485022626177,0.006349830482201946,0.0019706762411896652,-0.0021337112119341486,-0.008328924753935525,-0.0021198840494905365,-0.0021549010686297,-0.002829664947003671,-0.0014850840525021621,-0.004388360393231884,-0.0010541573446429737,0.000927289313995079,0.0,0.005063030234834822,-0.0012879573065162058,0.0,0.009879484543159855,-0.000564689472920841,-0.0010898071299682733
2000-04-17,0.0022825659254635173,0.011182772442177483,0.00627168655319512,-0.0002679331041837046,0.0071290250687639865,0.0003338380161494256,-0.0014779595268173962,-0.0033740211418492663,-0.0005926247717316937,0.0009985308268168126,0.003606889993028266,-0.0007345034257661905,-0.0022621793135660577,0.0,-0.0026881262729109732,0.0008602292540801289,-0.002935274963475558,0.0,0.0010409707762892974,-3.9056847507562644e-05,-0.00016622557942663852,0.0035616987276138805,0.0004908521866504801,-0.002107818799061662,0.0022393461845359296,0.00274523243426647,-0.0006383590809367108,0.0015072067508085695,0.0010369586799669633,0.0,0.005211995751685585,-0.0007368110638128901,-0.0009261115371730902,0.0012757945311019793,0.009246039122577362,0.0017255358634347868,-0.0015958902463800312,-0.00680872799040669,-0.000794335565957071,-0.0017583170437098466,-0.0009105771077460059,-0.00028606619100622773,-0.0039800747497716876,-0.0003748960594941735,0.0009786989246398435,0.0,0.005837115560006067,-0.00118962247637964,0.0,0.0066828319443333044,-0.0014092971218373585,-0.00045622513047515416
2000-04-18,0.002816492377948139,0.011916334820599363,0.005904972981858519,-0.0010104129585158182,0.006996082205629487,0.00099059081185321,-0.0004997146234401914,-0.004552788066164859,-0.0008689018929940786,0.0014330951762968455,0.004219007897262406,-0.0001791508837651361,-0.002668672052121493,0.0,-0.0021632292611400085,0.0012530737805789617,-0.0004556428882317707,0.0,0.0020491443427122034,0.0005126583281547195,-0.0007336815559443286,0.004656566036062468,0.0017023561932540637,-0.0013428867997080562,0.0019192410935084665,0.003921968445960626,-0.0008044170411892371,0.0007288413594022684,0.0013218773451025721,0.0,0.004783208495346016,-0.001012602645290597,-0.0006337330113639051,0.0026144485219272953,0.011296680507716726,0.0019897665180016156,-0.0014278711075666288,-0.007244560378544867,-0.0010802985828740003,-0.002066628461434075,-0.002410395309692746,-0.00016406984022408028,-0.001950338695828398,-8.47911915754824e-05,0.001053648701391197,0.0,0.006069485846877181,-0.0006472575279486088,0.0,0.0034308011191997085,-0.0014169296948283402,-9.540778905523095e-06
2000-04-19,0.0033745262749480974,0.011149920070787526,0.005612663664102867,-1.5714858802655098e-05,0.005767850603593141,0.001338085101915398,-0.0008124402201519115,-0.003035884130983946,-0.0008561350405257842,0.0019531373492002037,0.0034938827435621327,-6.496665360369902e-05,-0.0025573368850660707,0.0,-0.0012444788031857608,0.0014485017183854874,-0.0011522556436744055,0.0,0.002056608742535314,0.0011327116167456682,-0.0015925920729686464,0.004137712891898063,0.0023037010173699276,-0.0012509621081310861,0.0014396728176433483,0.0025445370222818707,-0.00088800004368852,0.0007302750031585253,0.0018966802791479233,0.0,0.00494814185825589,-0.0003209036703337896,-0.0002939837806569186,0.002559670058713875,0.010627322278000211,0.00295928368617306,-0.0015154924474348847,-0.006857631503416339,-0.0008364358436184842,-0.0015995562938225794,-0.003022142347400166,0.0010327755315428185,-0.001594278328348131,1.0515362568576755e-05,0.0010497826825220653,0.0,0.004839515120765937,-0.0001294750366724602,0.0,0.008185354118892171,-0.000808668502691437,-5.260692506167807e-05
2000-04-20,0.004169643525456656,0.011383119668347421,0.006486371031866535,0.0005470594042006515,0.00590802960932663,0.0016313413972658274,-0.0004156510566551357,-0.001560086836464783,-0.00028620725827258097,0.002960033649483892,0.0028477460162740663,3.4930882322002975e-05,-0.0015687970107926314,0.0,-0.0010163215319101049,0.0019518643160631394,-0.0013383134672175284,0.0,0.0015424303126196316,0.0006405220818728873,-0.0020772240180192253,0.0032622458805065756,0.0018780941590573945,-0.0010154951681885605,0.0015408759842089478,0.0024318790230752965,-0.0005513655478277429,0.001770727749029922,0.0030970874409901334,0.0,0.005147581808311666,2.8495178062252406e-05,-1.2629416592691893e-05,0.00283195101105594,0.012343940777766963,0.0027001640174244097,-0.0012569634639152851,-0.00477432427234316,-3.231597689645231e-05,-0.0010605906026098576,-0.0036782469740466333,0.0014443479939314568,-0.0019009036435316765,0.00012104466989157303,-8.389654715027524e-06,0.0,0.005353741280560298,-0.00039711374880350693,0.0,0.0075913994692124185,-0.0007373287956224832,7.223729230809012e-05
2000-04-24,0.005102607855153869,0.010857037195075187,0.005371366760846013,0.0017622489107341573,0.005672718492446373,0.0018096003345442779,0.00033559141628526304,-0.0019490686905846398,0.00029695484716043977,0.002993035145266937,0.0032886321275226804,-0.00020526668628426952,-0.0015670220539660354,0.0,-0.0010700235193176763,0.0029694333942660743,-0.0002310430634777843,0.0,0.0019255491202029103,0.00044748834543562396,-0.0016956646586109908,0.0032236220149405356,0.0024163707064382995,0.0005148415017665529,0.0010011708915173777,0.003223504454406223,4.70266398319452e-05,0.005087373061936898,0.0036472574210300564,0.0,0.00552379165070377,0.001276075599835972,0.0009645038672514392,0.003926578425897831,0.011544709689935567,0.003381864805987073,-0.0007632616893690795,-0.0044821779181023905,0.0008401207169243468,-0.000498287355703689,-0.0035857934222597414,0.0018093053524666934,-0.0005772945375227105,0.00039846136433514747,0.0007702245421938147,0.0,0.004932031130633597,0.0003672450207437605,0.0,0.008432171815919052,-0.00042146386829075696,0.0004590815212050999
2000-04-25,0.005177188674750889,0.012529056253929645,0.005592870976101225,0.0014249436310022966,0.005934559215658732,0.002417264052203505,0.0005094626389789299,-0.0019701263996048262,0.0007271685617755179,0.003992576696193735,0.0034840802007818695,-0.00024204469041720788,-0.00117857543724908,0.0,0.00025901665096340567,0.0033119973025420757,-0.0009547373541783639,0.0,0.003374310844201947,0.0012015905355211417,-0.0004911423858514019,0.003994973757277919,0.0037036153429685827,0.0003012851178108963,0.0013512370683409808,0.0032187025624845944,0.0004158689283646894,0.0051492256698780275,0.0034102708267633643,0.0,0.0059881956698211,0.0009306658394340618,0.0009474035777536668,0.004208405353223536,0.013208884452379284,0.00367574724738057,-0.001036552882236998,-0.005023553950517735,0.0022268223565867526,0.0003700271672398184,-0.0037522383302561343,0.0025595833139644524,0.00045252400573450986,0.0008772583585877307,0.00253576925447253,0.0,0.0057105942266133785,0.001588687589284922,0.0,0.008380485520754256,-0.0001625825665447531,0.0008910046034970578
2000-04-26,0.004844215578195796,0.012307809937742963,0.005899322583558433,0.0012420385049785978,0.006235383170081207,0.0019401605535405136,3.259582484347429e-05,-0.001762288285706186,0.00017515571368482028,0.0029249394802847903,0.004363442128675757,0.00018429628247778015,-0.0014311674089501564,0.0,-0.0011039382011022805,0.0027123742149030247,-0.0008516831485387368,0.0,0.002127317098042997,0.0010642653581705071,-0.00045686014356333566,0.00425443068684588,0.0028348237550499303,0.00033295542507927144,0.00020987290116273333,0.0035465697845075564,-0.000529629070176197,0.003586658506921268,0.0031040003928651224,0.0,0.005293200747173746,-0.0007518939656386236,0.00039033386655420516,0.003935899989031433,0.013628599720708491,0.003770426438767603,-0.00181388975813196,-0.006396972219601244,0.001565558666035052,-0.0003188934448363961,-0.0023183875786366766,0.0015566286095259844,-0.00042443374755692033,0.0008239520406943208,0.0022046265146623556,0.0,0.005588974139148322,0.0018381306365212171,0.0,0.007233819755775799,-0.0002278279926137704,0.0007811415872111952
2000-04-27,0.004242717846720603,0.013101821149363565,0.008229984927833464,0.0017930141995294523,0.00782822697315489,0.0011007836672168587,-0.0002456250739767037,-0.0014253365475794476,0.000417361747119752,0.0025103146053628684,0.004981780428973345,0.001196894519923082,-0.0006279080882357007,0.0,-0.00070205594360954,0.0025071668762938573,-0.0004583511187563951,0.0,0.0021078879916485356,0.0013740959130773222,2.9399237523178874e-06,0.004578395543400035,0.004357801512184574,0.0009512023339853651,-0.0007775827978790333,0.00574438808894501,-0.0008578063957499652,0.0039166504782202636,0.003089026771517639,0.0,0.004238563747894944,-0.0010092930522956952,7.66950297398284e-06,0.0036425158936468113,0.014102591434945837,0.002556405446492437,-0.0015311300076751915,-0.006906568260476671,0.0017191439710089855,-0.0006913462473185387,-0.0007092003207430659,0.0024213778068896985,-0.0009342569479847702,0.0008348761200213194,0.002330887305636006,0.0,0.006635803030462473,0.0015361276602668633,0.0,0.01252376865362918,0.00035883068961066006,0.0008863546282400703
2000-04-28,0.0034664230711564385,0.014078038472810516,0.009487405050774276,0.0020603482894644863,0.00873917693965761,0.0007559876465242603,-0.0003522160435412257,-0.0013210754208742787,0.00020857949724018528,0.002242808192692563,0.005466660461691423,0.0009318207375997726,0.000529525474301026,0.0,2.2761937316339075e-05,0.0029572792762300815,0.0036798360532684783,0.0,0.002141513005996732,0.0009474958452599707,0.000399461444944052,0.005435657849498701,0.005294781031215601,6.685370426289215e-05,-0.0003666913920816433,0.006799672486710422,-0.0006378705850261279,0.005040844791772663,0.002352534505673628,0.0,0.0036139471082739403,-0.0004971245493641939,-0.0009181320656961963,0.0039015727547223283,0.01589664811987492,0.003202450513591007,4.025752523029874e-05,-0.006627901125831074,0.002372415537853275,-0.00011420412755384098,0.0012963734565135312,0.0033142552091637053,-0.0009733303352295845,0.001231483044624814,0.002435567128671101,0.0,0.007796930372748037,0.0011105762801452163,0.0,0.009444658979949347,0.0001850939725072074,0.0011868430900387392
