Date,ABT,ADBE,ADI,ADP,AMAT,AME,AXP,BA,CL,COF,CSCO,CVX,DD,DELL,FDX,GE,GILD,GM,GS,HAS,IBM,INTC,JBL,JNJ,JPM,KLAC,KMB,LMT,LOW,MA,MKC,MMM,MRK,MS,MU,NEM,OLN,PG,PH,PPG,QCOM,RTX,SPGI,T,TMUS,TXN,UNP,V,WDC,XOM,^GSPC
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,0.25738213951151045,0.5628760824470882,0.4114353704867952,0.2755964309393846,0.46781269260194547,0.08314572516467295,0.45808606328587465,0.37177544067073753,0.4769397939130651,0.4374239085484753,0.7490611037798349,0.15688726099635814,0.2725933501800099,,0.21429844380038537,0.718697522618251,0.4995277768419451,,0.4476585581639608,0.25313267625266594,0.2603206364074167,0.5534019188342928,0.5519936319193636,0.40665677525459576,0.5221230650812412,0.5385581913575782,0.38325879362767823,0.01962581314231895,0.5411814194897715,,0.057674065776167856,0.3245602375704886,0.5385417256257614,0.6505242274771783,0.08858387351045711,0.0858622261557261,-0.0434261659814076,0.3277190017690726,0.7130698534663859,0.18887142496843035,0.6882558496127763,0.41494903759456736,0.23499409116597256,0.414729731039606,,0.41400547340141003,-0.058666098194443475,,0.18907280741569527,0.2753473385779737,0.9240683578144144
2000-02-03,0.1774514902580936,0.4830830242394131,0.3657333683840772,0.35402971306104575,0.40822263374607715,0.06673821574773257,0.33733696822006654,0.3242808390734267,0.3608469462344778,0.31954578185712973,0.715247484297124,0.143593012700337,0.22704480030581672,,0.18033563126770638,0.6700158642704399,0.4783552353429554,,0.18516564507061764,0.13831992405496593,0.18398186439700998,0.5140256093303264,0.4721613815680316,0.29771888116432965,0.4803037884949526,0.5066351343266906,0.39819280520812717,0.1505716709886592,0.4568713438350795,,0.19750310834312068,0.2153531245578963,0.4459804582018232,0.5670949513889056,0.04522155533039939,-0.05633157415811545,-0.0660678233320763,0.30443749406783155,0.6773936091835815,0.08125403526228263,0.6446137154624924,0.32563017043153986,0.1405897954253023,0.29585202569453023,,0.3431416616423275,-0.026781064943739444,,0.3709605845113136,0.17437451387360905,0.9154276875599717
2000-02-04,0.14636107849013846,0.4487113130695031,0.3445732973977551,0.3570179444161242,0.42804671019324125,0.06822234783616617,0.3577221363321377,0.3571207321669452,0.3523712421932408,0.32598118509282065,0.7032317377683382,0.15828597839452582,0.24317799301557708,,0.18285277684171683,0.6484877947098021,0.46326154217939775,,0.2061099386765534,0.16184718488118321,0.19937804490263966,0.5149977182334309,0.4757185598219691,0.3025684756908391,0.4857276824324312,0.5289922953290274,0.40294743655948684,0.13228616435707796,0.42630320125745297,,0.15944584465057168,0.22731677775522124,0.4611695133991361,0.6015738014296373,0.04731387628356683,-0.08145635303132501,-0.08012272644857488,0.3121187594099733,0.67886695574699,0.08974993580792796,0.6480246630437734,0.33359247587206153,0.15078877240892072,0.29580920183670756,,0.3585924448430735,-0.03993058721675463,,0.376259546121998,0.20274355916344053,0.9148432776705955
2000-02-07,0.23283324119719723,0.44699060690289655,0.2974936581172827,0.3871678139451842,0.4051197975421547,0.06631187237799076,0.40118010415414596,0.36367024523476993,0.35668166970785703,0.43156242522986876,0.6808150309295153,0.3127867743691034,0.32691251226014795,,0.46326356604255864,0.6731826917527607,0.44921993965749213,,0.2856580121855728,0.11952369826149167,0.17241187386377016,0.4791213337471628,0.4473674623806694,0.3865712455643786,0.5074760002640998,0.5285482929035428,0.4599068656448353,0.168632679617172,0.43596887744865914,,0.15040017632306804,0.488920021219915,0.4760257730478891,0.6441062327931861,0.04391698757665444,-0.08529169366418299,-0.007322676673919357,0.40557373264991115,0.7353604604276055,0.23572798507099268,0.6294530567370911,0.47957342205039494,0.11810479753191191,0.27919295830768487,,0.3239321523377736,0.0770021687692912,,0.39316597151653065,0.37320959521809727,0.9339467794716414
2000-02-08,0.22273417895839495,0.49949266896704614,0.2830132156208625,0.3777423687434027,0.5917606524127159,0.008506631732578521,0.43607624659508765,0.2286442124594705,0.047828026007075815,0.33998615360039197,0.655182936162176,0.13094522392099336,0.2033427727013671,,0.540621437279707,0.5993738073380692,0.25888920209224814,,0.41664393210883066,-0.08662513023278101,0.3364070120711595,0.5018046080962578,0.469881023272395,0.1795479519570814,0.6250428022500425,0.5501004023740875,0.31577815263112124,0.14261873193788902,0.4332707514743777,,0.24447433225738086,0.4319615871026279,0.002438465818746321,0.6958511098722442,0.30325995163749697,0.006520381582495365,-0.0777955001803502,0.08440256643572469,0.5128719249565818,0.05157375543333079,0.6731253665338023,0.28158247940691505,0.10884257619539067,0.3131519467089234,,0.5142347763314925,0.07132862017982497,,0.16273763845910436,0.43470630184709064,0.9651503736149918
2000-02-09,0.04503061932018656,0.4323179033985192,0.27153824066741156,0.3980378058843308,0.5777398154614208,0.023574669058441036,0.49475318467053103,0.31044526375250514,0.04439903330122116,0.4130052628872528,0.5933465066250779,0.2686353798543419,0.2530307553466998,,0.5454657218984009,0.6134197620206134,0.3067120913770128,,0.45627684480694386,-0.0381377448905305,0.3585472360712507,0.5398468890958047,0.4279427234939326,0.23137822211992007,0.6761189124860851,0.592936784852153,0.3411092496654774,0.14253384301463673,0.48023664120485005,,0.2630781442542497,0.3906418564894697,0.17426767269111262,0.6990505363445311,0.33633758955740506,-0.09036089066843168,-0.013053849609506995,0.09957061838316807,0.5659473753501509,0.09318860665562331,0.6758069357194287,0.25103454449987556,0.12480472199819266,0.2609658480657781,,0.5028847910530276,0.018280079148514775,,0.19130385543352124,0.4928241780006307,0.9760030212010556
2000-02-10,0.012424763265106728,0.4097928289718039,0.238870288742969,0.38484680818109557,0.5526701543254827,-0.010541960073751229,0.5055975206074856,0.300968927709286,0.05703089175953295,0.37958304347894317,0.5667880742834412,0.2648865019093924,0.25184909017442364,,0.5385265652958884,0.6329940925757904,0.278504746996635,,0.464920760794872,-0.08347199290401962,0.38061584564933554,0.5906922626039844,0.38901050498136036,0.2419534374413152,0.6625803555637628,0.5895683186317188,0.2645173097011484,0.1124748681326833,0.46417640220410905,,0.2571987092708711,0.3716540928772694,0.16204082582914753,0.7011160682108453,0.3174974241723174,-0.05268285973659503,-0.04383267058009967,0.12842883907225533,0.5525313850096711,0.10429498921265626,0.6670927384662948,0.23633518853534852,0.13856684416501944,0.24714197539832977,,0.49076758458394604,0.02597095317691274,,0.18727169436157579,0.5127677292947483,0.9757661994813956
2000-02-11,0.07014292226687395,0.41673375202729307,0.2797786658476475,0.40835552514870954,0.6358798265133051,-0.13072695787803215,0.4998940482437796,0.285730014288591,0.136959154472934,0.3630263395659896,0.59416395660033,0.34049311854851355,0.2651121100889342,,0.5758484793444014,0.6448393172188559,0.25090157466371726,,0.4797696082724063,-0.08249946090802487,0.4415057532619167,0.6117592134078109,0.4069662112367373,0.220769851149479,0.6669726874326642,0.6255948837986424,0.27422258566394997,0.2863143829084751,0.43290857648685827,,0.25078596860997804,0.4401506717994269,0.2907855989961377,0.6922186259696191,0.347497137322685,-0.027052543843510475,-0.07833635975347168,0.04874812568410502,0.6480657550741963,0.22703109610861413,0.6633326265753778,0.3533936694939157,0.15458679738148468,0.277183970436417,,0.5450423810025736,0.009558569460198667,,0.14918649422532954,0.5468184004814058,0.9791584086495655
2000-02-14,0.1144893450197255,0.3799882808655492,0.299046547042379,0.4242554181083334,0.6632031289808301,-0.12039614388782782,0.5017923767785066,0.27035660639797443,0.0745055680317627,0.33824258996958195,0.5775544867203839,0.31560424026503714,0.2539786491482312,,0.5295445665370749,0.635766800226976,0.2335946939778362,,0.4974459981982053,-0.023232497755170403,0.4784316801303557,0.6465967282781289,0.4285747659282182,0.2206375599424697,0.5832607622931434,0.6272472599204469,0.23515670497394242,0.3365953191230263,0.4623661177454947,,0.2175655028311588,0.43724741766097036,0.2917616013778371,0.6815328675285968,0.27065309584636366,-0.007928600897165275,-0.026912313817261942,0.05323206657935877,0.5885380345240433,0.18526242896863385,0.6363980049906026,0.3263294903659325,0.07764021132838077,0.33323351752809344,,0.5216646914816296,-0.0019538336794999904,,0.16787877596122666,0.5120741582346309,0.977148756508781
2000-02-15,0.07890716950607388,0.3657201070466888,0.24928975937486925,0.4340731312818985,0.6497685552646509,-0.11051925146054936,0.5049003781694421,0.225823152448042,0.17771451368608038,0.34123067331042195,0.5323026485095332,0.37170478844869076,0.27457056228268123,,0.5308755485250907,0.7021033546140872,0.2871274165074384,,0.4801746635339436,0.03659129272106469,0.4743398782403014,0.6892191891258629,0.4094673419109517,0.24929666584532847,0.573215855883017,0.6702724077031644,0.279022251556996,0.364482094472355,0.39623458072379847,,0.24952563329034555,0.4750237910105629,0.2975769792157033,0.6371917579979014,0.37333464356533724,0.04666916805836546,-0.08551642664771737,0.0787959646670885,0.6022175225289663,0.2812164885012534,0.6529705657252407,0.404994833643388,0.10377203030861361,0.2867612216392604,,0.47296927958323115,0.05224644313667806,,0.1331808030389524,0.593351094285677,0.9768568179780674
2000-02-16,0.08366411189455818,0.2611891892192542,0.17022063705118548,0.42466012697642563,0.594813828859524,-0.08584306764231886,0.5474160852560542,0.2837394010191624,0.17573175392054743,0.31177815866579045,0.570112024035087,0.3733140898483446,0.27107657037167326,,0.47337981478990626,0.7016856922686443,0.27547483000020706,,0.519989137399501,0.035813334193934517,0.4831655554987225,0.6985638115430429,0.4052749874407101,0.22084395483098568,0.5927446304438487,0.6315511107247433,0.2801781496672567,0.3709005393746776,0.4250029818891279,,0.26149482825584247,0.46767236442361054,0.2768580516335944,0.6225188271411657,0.4013270239082483,0.06534603954508604,-0.0908095431117081,0.09438644884361175,0.5809253719245511,0.24015868281527095,0.6591343553721202,0.38355088405284193,0.09998859118603416,0.31453658285825914,,0.47904257480120555,0.07580631047838789,,0.162597911628244,0.5796428213201329,0.9760318305643726
2000-02-17,0.11933505916391846,0.2892178868094116,0.12592954509530246,0.4196765006813731,0.5179303406156366,-0.07683758712600859,0.5651122981592454,0.23103243180906735,0.2119538327663655,0.2934608779845847,0.572262193181232,0.39263687105882633,0.26664841080530266,,0.4670840962740863,0.6812677707726036,0.27464591533670607,,0.5171835274681086,0.07076905731081498,0.45690077299189036,0.7281505028217423,0.3909122386168254,0.2112631268211341,0.5787405772353018,0.651623527019585,0.26271511662977504,0.331069775042344,0.4282290701546791,,0.3050329667897589,0.44151980110619293,0.26325406665696743,0.5988511980541426,0.4216321015226291,0.08415453189089521,-0.07801593996011601,0.09345511682327629,0.5673682672388645,0.2606065834669069,0.6223320504084524,0.38934160579260335,0.07844821441048888,0.3212053118500028,,0.48249109117365074,0.0817885595284742,,0.07933740349024486,0.5654590160003615,0.9785609069384088
2000-02-18,0.17103098938761607,0.3283256989282389,0.15899546974718926,0.3977223294128972,0.5486527808381689,-0.05164909992615069,0.6465886666318346,0.27102998428772507,0.2572908829851408,0.3474967784391638,0.6049564572889888,0.42054098961581615,0.2795990335234079,,0.29700167697295027,0.7035955962461515,0.2399609548255777,,0.5144922155701567,0.042066758736092565,0.5089004307847376,0.7438956164765639,0.48340257296177847,0.2586701041157464,0.6216628079556331,0.6715989267587202,0.3528718147854044,0.3732518562498674,0.31002278250983056,,0.27103746552268076,0.4363468667289031,0.33830147829649465,0.6291931169701909,0.426398087489952,-0.013723826939369058,0.029963339272017744,0.0664324281068919,0.5145821982301039,0.26088247058918757,0.6234307844301059,0.40964022979313996,0.13258897563353642,0.3960765757962261,,0.5614714216902096,0.030284227207015554,,0.02276030935473844,0.5877054635991651,0.9737326548210246
2000-02-22,0.17820563103041967,0.3321487866208771,0.16454458891459323,0.3652337661869704,0.5484415512166145,-0.049960599966508,0.6452244354437766,0.21429711566137127,0.25693742998694974,0.34969172702020657,0.6025445373598898,0.425340829669895,0.2128635639630433,,0.2959028867817982,0.6635752240438639,0.23797773979723574,,0.5134503007865924,0.042550686072274635,0.5177511185495082,0.7481902391478886,0.48213472009995234,0.25968630911939855,0.6140081694344997,0.6508600208823151,0.307303845805263,0.36343851417136597,0.35751627144640286,,0.27211287320249117,0.42405359789007163,0.29907883519798095,0.6269501447045053,0.4339050581036225,-0.013057476758202175,0.03165305527355543,0.09153734619911197,0.5158616592188521,0.2494748999949909,0.6208472039935482,0.4088647397805494,0.13250125107357838,0.40096407767301667,,0.5070911758542236,0.028297298157063756,,0.02631393256770167,0.5939090370054075,0.9682971955424301
2000-02-23,-0.01765867426114796,0.2492575091994973,0.18055037905540397,0.4222516109831182,0.5442339718145184,-0.1613140247433976,0.6952888879669642,0.10077000145533023,0.24453327432801855,0.3523367574764926,0.5481840872325416,0.4277666735493457,0.30622248562054627,,0.25320307648647056,0.6212321899004192,0.09993509145085476,,0.4798380198059588,0.06484444560377917,0.5240221233690388,0.8210292861559774,0.49701550425596225,-0.0021480943561068607,0.6390144802729777,0.5746726489664119,0.2552324685284032,0.1989117040775883,0.3326779214214241,,0.1887743045486581,0.4241381651371163,0.18012760925651938,0.6090284195196191,0.5783901026096089,-0.14770763430019151,-0.014973943855356721,0.09292652551530226,0.45412977151983536,0.2712143832233193,0.596786173584415,0.40064673067806883,0.012405607795480361,0.3577822221750453,,0.47754047647069425,-0.028024538533566845,,-0.04957982625820822,0.6015718800342925,0.9609974918967499
2000-02-24,0.04269929765643237,0.18192547548551227,0.03950161340040939,0.31138590845668906,0.5190110819354152,-0.11755799862497751,0.7110605936853999,0.05731320284225238,0.3350509024485338,0.2544812296328192,0.5505238312953536,0.4459816953025739,0.39181286463788806,,0.3275312625655725,0.5862074287260604,0.1364347294369448,,0.34397829830535803,0.18379786111080906,0.4853999164326965,0.6750137127204786,0.5319578780138916,0.02128789062705115,0.6384894919473416,0.5434336989427329,0.31664786105154574,0.24359792053254428,0.4161653516793784,,0.30597235898655734,0.4719895876109483,0.18169332084141113,0.45398830034383036,0.566291743640903,-0.08449860369410543,0.003733862127920886,0.24205955969296714,0.5498728634341901,0.40372191396077634,0.5949801945376013,0.5599573786836002,0.13569737653424546,0.4320130142216636,,0.3732821388406321,0.13884196473527607,,-0.18035933778473498,0.6229776856214648,0.9415274073072445
2000-02-25,0.040905151284556865,0.16118443403457586,0.023383620252393628,0.3119099946243435,0.5018584804533308,-0.10743909860964816,0.7165080640471287,0.06209421435238706,0.3555055999375219,0.2889818656586767,0.5409350488881229,0.4465640627445521,0.39234444383978323,,0.4372085049900826,0.5987148746879394,0.12368172309284407,,0.39881497646789144,0.14179374162250488,0.47405099968097675,0.6977528456105654,0.5462843369265669,0.012534293106989792,0.72045157343143,0.5193598029250424,0.40215452868087953,0.3059067141684957,0.4185525016602088,,0.32225111033486264,0.5164057083387696,0.2111589666291286,0.4741719738622885,0.5446939141923427,-0.07897345233873834,0.02228169536456755,0.2821880246358962,0.5355038287998438,0.42432098707686927,0.6467333279542717,0.566877372388774,0.24841558106136483,0.436333157403808,,0.3626604768547949,0.1588157315545988,,-0.1581953297304867,0.6194234113723931,0.926026781406246
2000-02-28,0.12527205214143824,0.11233929639114214,-0.09543333229985028,0.3723656287669757,0.4957130471338156,-0.13157922871394556,0.7723919846125823,0.02632481395318956,0.46065822250697097,0.38349852596872164,0.45767160558072506,0.5396554670767193,0.4184154307820946,,0.5215379432107783,0.633854228779312,0.06910888231559617,,0.34241922926883916,0.09592086966273412,0.34175289336397585,0.6232614099857642,0.5054507424021187,0.05747241740758748,0.7620349424389101,0.5109719193124318,0.4471998202006505,0.25967046301384683,0.5120838075289174,,0.32357233202853913,0.519256910339093,0.2848507608775844,0.4235870197370734,0.5853838216873365,-0.08759378553430552,0.036110872654762774,0.41750164121537064,0.5483317584857768,0.4314339776569106,0.6751785153014537,0.5994654290349687,0.2964403618215086,0.49988958325156757,,0.3432148522448126,0.23160239711480282,,-0.2295521066187234,0.6707657972426867,0.9232458156758842
2000-02-29,0.2626666645407223,-0.07691763819679888,-0.15135728107410368,0.3322165839444231,0.4318158225430631,-0.06236758298340878,0.8032870908401272,0.03238073508307325,0.5044239596860853,0.3119276950327938,0.4156859994004964,0.5373954575396893,0.3643868268918053,,0.42228426804915076,0.5606829670975556,0.047793760337515985,,0.33037518650243947,0.11150611784435015,0.2905904475788511,0.5433455137084626,0.3598187592805982,0.41732890050793325,0.7221505480470785,0.5009244341740116,0.403236175316003,0.1638624610598474,0.5046242867391242,,0.45181388356675073,0.46777568729209207,0.49839759128146405,0.27886246249726404,0.40863230837382175,-0.25408157416021476,0.03722768190074922,0.3387216649669274,0.5571452521951648,0.41801524772092685,0.6050179432356707,0.4983058886967308,0.27757492333735173,0.596101740816003,,0.2624867334939928,0.289113441402717,,0.10403840272042822,0.6704584075096014,0.9068203344155906
2000-03-01,0.23348403971700746,0.03844496142413617,-0.06385940366319712,0.4628555194405417,0.37210438198441403,-0.20602770039642376,0.7780658296663308,0.009221321849988182,0.5606457272976867,0.28754357602749325,0.34401339870167336,0.5337212841792566,0.2774663878675727,,0.3284278281551274,0.6028591889200183,0.18072245746825782,,0.22679420651730678,0.20305876563166028,0.24182457879738214,0.47652924628269255,0.3691042433386769,0.34309973152381074,0.6670715407349566,0.4437674139277187,0.3815341370199106,0.2908457738457404,0.5567500117377816,,0.42981140321491523,0.42580715181054246,0.40286190161223473,0.1960833274780299,0.42629885145473373,-0.2886471946397209,0.2510158544083901,0.3219470906173848,0.5575801173493701,0.5402579917612702,0.46623882139360534,0.48645939826431167,0.41930964653461544,0.4043564405311235,,0.3008473624749391,0.35262809475856727,,0.24688479949606904,0.5968430748993013,0.8880718757595732
2000-03-02,0.22280394346504948,0.01908051141802591,-0.08774467229134418,0.44488757771305,0.3570502955894077,-0.13806017035151835,0.768761179935685,0.019384248080941753,0.5555631525567425,0.30667594431891165,0.30340754518148755,0.5438953330717935,0.23139403192420718,,0.34967716210808764,0.5777966467578968,0.20513534390599913,,0.24054985615119887,0.1878416881427644,0.2707676310749807,0.4598438320610416,0.3440321796451535,0.3677032825500583,0.6433891369869784,0.4114349584080997,0.38227071014935,0.2583878604605755,0.5129442440591865,,0.43806719650361287,0.42136166183146867,0.42867793550553573,0.27416978480172327,0.41791116195741895,-0.26891516452046094,0.21561067385507968,0.3443008270546147,0.5382783630543154,0.5115288872713468,0.42143274908580086,0.4725926017336617,0.4202811577814235,0.39352172900753696,,0.28448964889123907,0.3495934766709029,,0.2644945211062651,0.5914733036382782,0.8840067426208668
2000-03-03,0.12159346295828197,0.11356349607915575,-0.013552544281372125,0.4592233949414693,0.40221226758666384,-0.16574829857727322,0.760336577592448,0.03536340655063524,0.616643741284534,0.3474417444604455,0.3521554725066297,0.48387069743314864,0.3805538529588702,,0.417044358458867,0.6180124112159903,0.19439102566817917,,0.338912344638581,0.22415765004303173,0.37753599714228514,0.4982600968101048,0.39662348713097134,0.3669045199520145,0.641790808417714,0.5085977800264347,0.47279082600757616,0.23257897375879405,0.5258033262951304,,0.43992382902674765,0.4849808578336462,0.3558595224035066,0.3180638494737489,0.319249018291133,-0.27291453633639395,0.278295368656168,0.3794385695100212,0.5359847129622588,0.5748793290158207,0.4036010388680934,0.5024241027232739,0.4114267211091733,0.3791380701619662,,0.3472688221911621,0.4471335795127225,,0.16525556612123218,0.5175007454747494,0.896257514707777
2000-03-06,0.14778167162326022,0.06339330453505396,-0.15091682323187436,0.3603950552622689,0.4122184654680765,-0.1543716287030174,0.7884585451282637,0.08340511000352983,0.6844840897642578,0.3969984373930079,0.3372326908344846,0.5258435925993903,0.414354492255289,,0.39192680649517425,0.5911616133230377,0.25023265395586974,,0.5370838506205091,0.17279232062387362,0.3535625205824314,0.4751848168101703,0.15031619849093455,0.4693110532587116,0.57237107846438,0.5103204834048103,0.458031681478964,0.1124596317740651,0.5628941352264031,,0.40118921377666816,0.5313688711187612,0.3571395964772725,0.30180259389679126,0.30932514387111076,-0.3093725354330924,0.31912273765901294,0.4053720429965713,0.5579413638944677,0.6045263314427249,0.4273641696465366,0.5723391525275773,0.38094599926483397,0.43935028092630013,,0.28320386639671963,0.45510434566343966,,0.03454767650904647,0.5854689007380757,0.8943014663697951
2000-03-07,0.25806204786113524,0.128410457072399,0.02304857007563214,0.3555231622871961,0.40941606309164846,-0.13896642412698523,0.7778760301238608,0.08982169614216412,0.7185788419269054,0.4535510819485377,0.38839661600922437,0.18857701336670174,0.47616838837555187,,0.456819802872805,0.6501516488745813,0.3262846126867135,,0.5105111003132456,0.2448318651599327,0.323948570358389,0.4963500516383802,0.18917697206432615,0.5045808824033547,0.5915228559843625,0.50100050541205,0.523761821655242,0.20963362942630007,0.6273164161246633,,0.46430562670733316,0.580083554191525,0.40574107000968557,0.3057123519438464,0.21202193397434144,-0.43445811615151514,0.3894963349045091,0.3994128954292945,0.5705408875287317,0.62476062558581,0.4525757560498299,0.5219809196997199,0.3596866876461575,0.46955075764583026,,0.32904496633425934,0.5296797224805055,,0.09753201604638793,0.21132505352222247,0.9036629553365091
2000-03-08,0.24451409348254158,0.1272649077779253,0.022089022157385885,0.36507934922600926,0.41181650553101823,-0.1371322867814755,0.7773233879612989,0.09087060076043187,0.6863164389744857,0.45346038240483777,0.39414146058797117,0.18843505787549544,0.472270536456008,,0.38839647961196133,0.6768176868068249,0.3617193235308524,,0.4849522941484679,0.24228384218276494,0.3128110908934507,0.5046890054812827,0.18497085894937865,0.4519260347858279,0.563782000604191,0.4801412732489999,0.44313207308986086,0.21033220346780243,0.6037548265367098,,0.47139628843234577,0.5833156314134375,0.3592431235984031,0.2955882078368144,0.21263252862904541,-0.4384776076612837,0.382726431995046,0.3965865597060258,0.5628715312959884,0.6400329219568897,0.45685452127800713,0.5079732226402306,0.3590233774717193,0.4690950524203414,,0.3137459911598829,0.5301313765871052,,0.09868363063651084,0.210975587430343,0.8935965661631317
2000-03-09,0.24230225173300846,0.03793164780699265,0.16732860836149702,0.3961484468146686,0.4507296343853785,-0.16997940256390798,0.7319737075453289,0.16868549713895797,0.6249092310207351,0.5286141461111241,0.4770193037405143,0.2666361548784635,0.3838288529665966,,0.3819086459206228,0.5775403528395964,0.18889954450732638,,0.5284772787615901,0.3084659112309155,0.2965517699710286,0.5437307629805044,0.21150234523644448,0.5058428743852339,0.5708326804440885,0.5321854394591358,0.4634128014892893,0.12173254071685842,0.6398324304255876,,0.4673316657507821,0.4706100511119426,0.5066985773914715,0.3674657878426084,0.29107056124815045,-0.30903375773569985,0.4926215994002411,0.3572645851671046,0.5642379558415701,0.5719559685232223,0.3483738267383741,0.370639418414149,0.46288797084959626,0.42101511510217027,,0.3364312368627749,0.5029839292421948,,0.44207006971323404,0.26147807442939314,0.9067617912844861
2000-03-10,0.44298951074038884,0.07136779500062353,0.16824544540001676,0.34239336882105686,0.4820075474466424,-0.1958174491902913,0.6570280067480467,0.10816665748497557,0.667309371126982,0.47190375286879355,0.5444425032972526,0.1997883175813143,0.35082535933418374,,0.37170711603802636,0.5333492027016037,0.09609982094711494,,0.4425123629358947,0.2786880037954472,0.2978888597584721,0.4784182645781661,0.19225111291990735,0.48031102390065517,0.5443647288851705,0.483415440655965,0.4794757607850862,0.1444848605394124,0.6184104247463672,,0.5035015173844205,0.4910237981033079,0.4645189967786922,0.3160919724887747,0.2576253446518595,-0.19828521676923253,0.4337426473740533,0.3845957918502304,0.5326848317163676,0.5357825883483716,0.2662153537920394,0.3556419895163468,0.4598746942923994,0.459792181769278,,0.3564727191583688,0.5539236290198135,,0.43451692782524565,0.22434367322778334,0.8980599287058442
2000-03-13,0.456083887500603,0.07180889705675632,0.2050759828721767,0.3184187048293694,0.5101542542080097,-0.2153295090493949,0.6399692430785607,0.08030434218312575,0.6237995339269016,0.47268545133952283,0.5574824036045987,0.20492566972844914,0.33307570192828023,,0.3836561442073613,0.5424009172455819,0.13659104905760114,,0.46731850858375035,0.28691594880877713,0.24453273009254933,0.4587175652577364,0.23245342083881604,0.503507884906521,0.5027696657504207,0.501736770585795,0.4729744476134295,0.127405310452351,0.6305528501739898,,0.5207183235569182,0.5141528784796712,0.49542073214405963,0.35719129482008716,0.20564011624167233,-0.22064607140527795,0.5037705708133253,0.3240852992640346,0.5407076668623266,0.5453191959398419,0.28673034901819827,0.3506973413592974,0.4774862904086527,0.41506020750783745,,0.38023878552626955,0.5766559088017471,,0.20801625306112329,0.2389951179478607,0.8990642962304436
2000-03-14,0.36198458638612124,0.0712413867910078,0.25518080812602706,0.1362723669253028,0.48872624392123837,0.050663634177319145,0.6161584914203928,0.07372046771895187,0.6020863230581813,0.47502566752689446,0.546097119876111,0.06970439780794478,0.36484167341213897,,0.33130768199055444,0.5550269907872221,0.14732476443525344,,0.4736586727736421,0.29710696045553764,0.15663548691846246,0.46444056690061464,0.21682727161285772,0.38550560212533064,0.522534387892815,0.5213220774868811,0.4965519495026579,0.05148423659178042,0.6689899149202404,,0.4827715605795734,0.46159308042245983,0.4372755737540972,0.38875646416182275,0.21835766074661916,-0.30138816291739046,0.5704838439492623,0.38351263846945427,0.5112179120272643,0.4851163365757055,0.2806962760056781,0.23723461423019948,0.44893455807863686,0.4003631564341872,,0.3780268283459625,0.5714672032992216,,0.2565408693600619,0.16512251200343753,0.893849170129486
